TOWN,eb_rate_estimate,year,drug
CHICOPEE,0.038547677268329,2013,alprazolam
CHICOPEE,0.0488025574597,2014,alprazolam
CHICOPEE,0.05449537850833,2015,alprazolam
CHICOPEE,0.074389153004128,2016,alprazolam
CHICOPEE,0.061074090248275,2017,alprazolam
CHICOPEE,0.015329397024202,2013,diazepam
CHICOPEE,0.021283791705253,2014,diazepam
CHICOPEE,0.030825136005071,2015,diazepam
CHICOPEE,0.027241805656848,2016,diazepam
CHICOPEE,0.027065759299412,2017,diazepam
CHICOPEE,0.182398446164536,2013,lorazepam
CHICOPEE,0.198701116766252,2014,lorazepam
CHICOPEE,0.223760989814991,2015,lorazepam
CHICOPEE,0.24322099656149,2016,lorazepam
CHICOPEE,0.233581439644935,2017,lorazepam
CHICOPEE,0.236146909833522,2013,tot_benzo
CHICOPEE,0.268663995029061,2014,tot_benzo
CHICOPEE,0.308976124889103,2015,tot_benzo
CHICOPEE,0.34473984135273,2016,tot_benzo
CHICOPEE,0.32160315905679,2017,tot_benzo
CHICOPEE,14.765576958771218,2013,tot_opioid
CHICOPEE,16.031789377363978,2014,tot_opioid
CHICOPEE,18.28703785739415,2015,tot_opioid
CHICOPEE,20.572972718961495,2016,tot_opioid
CHICOPEE,20.812717139171113,2017,tot_opioid
CHILMARK,0.010027800309426,2013,alprazolam
CHILMARK,0.010550385852706,2014,alprazolam
CHILMARK,0.010165002869859,2015,alprazolam
CHILMARK,0.011078122219658,2016,alprazolam
CHILMARK,0.011241669680413,2017,alprazolam
CHILMARK,0.010110263757848,2013,diazepam
CHILMARK,0.010404014126922,2014,diazepam
CHILMARK,0.010774989236557,2015,diazepam
CHILMARK,0.011376651917559,2016,diazepam
CHILMARK,0.011275962667725,2017,diazepam
CHILMARK,0.019693139086309,2013,lorazepam
CHILMARK,0.019897043683967,2014,lorazepam
CHILMARK,0.019779393934113,2015,lorazepam
CHILMARK,0.020171536453879,2016,lorazepam
CHILMARK,0.019557613877206,2017,lorazepam
CHILMARK,0.018120511771756,2013,tot_benzo
CHILMARK,0.018346662384808,2014,tot_benzo
CHILMARK,0.018098184224807,2015,tot_benzo
CHILMARK,0.019084911658257,2016,tot_benzo
CHILMARK,0.018747139448022,2017,tot_benzo
CHILMARK,0.371912974092597,2013,tot_opioid
CHILMARK,0.767371978606187,2014,tot_opioid
CHILMARK,0.298636505585699,2015,tot_opioid
CHILMARK,0.600448548076242,2016,tot_opioid
CHILMARK,0.017111266429991,2017,tot_opioid
CLARKSBURG,0.002067802658888,2013,alprazolam
CLARKSBURG,0.002171444486829,2014,alprazolam
CLARKSBURG,0.00208335192094,2015,alprazolam
CLARKSBURG,0.002274447554549,2016,alprazolam
CLARKSBURG,0.00231014269339,2017,alprazolam
CLARKSBURG,0.002247817049134,2013,diazepam
CLARKSBURG,0.002312820049126,2014,diazepam
CLARKSBURG,0.002415685380581,2015,diazepam
CLARKSBURG,0.002567857002351,2016,diazepam
CLARKSBURG,0.002545323139882,2017,diazepam
CLARKSBURG,0.00403911241899,2013,lorazepam
CLARKSBURG,0.004068725915228,2014,lorazepam
CLARKSBURG,0.004036472075588,2015,lorazepam
CLARKSBURG,0.004105347500353,2016,lorazepam
CLARKSBURG,0.003974656119181,2017,lorazepam
CLARKSBURG,0.003625776668198,2013,tot_benzo
CLARKSBURG,0.00366536115849,2014,tot_benzo
CLARKSBURG,0.003611600314014,2015,tot_benzo
CLARKSBURG,0.003807576143982,2016,tot_benzo
CLARKSBURG,0.003738559337549,2017,tot_benzo
CLARKSBURG,0.003500575865783,2013,tot_opioid
CLARKSBURG,0.003478703004139,2014,tot_opioid
CLARKSBURG,0.003416667999476,2015,tot_opioid
CLARKSBURG,0.003396851497422,2016,tot_opioid
CLARKSBURG,0.003326830306067,2017,tot_opioid
CLINTON,0.085770633131805,2013,alprazolam
CLINTON,0.079576795181661,2014,alprazolam
CLINTON,0.08388908252976,2015,alprazolam
CLINTON,0.098302054274652,2016,alprazolam
CLINTON,0.097346820017915,2017,alprazolam
CLINTON,0.083493003946962,2013,diazepam
CLINTON,0.082079520149927,2014,diazepam
CLINTON,0.076816652356009,2015,diazepam
CLINTON,0.091103809631995,2016,diazepam
CLINTON,0.065860111162686,2017,diazepam
CLINTON,0.243937290273129,2013,lorazepam
CLINTON,0.239195638363941,2014,lorazepam
CLINTON,0.263665420644155,2015,lorazepam
CLINTON,0.298725367599869,2016,lorazepam
CLINTON,0.248852324780327,2017,lorazepam
CLINTON,0.413141487972638,2013,tot_benzo
CLINTON,0.40070887889026,2014,tot_benzo
CLINTON,0.42424423431313,2015,tot_benzo
CLINTON,0.488141408553698,2016,tot_benzo
CLINTON,0.411810390360619,2017,tot_benzo
CLINTON,16.733925462580185,2013,tot_opioid
CLINTON,17.1671046934807,2014,tot_opioid
CLINTON,14.926798585962489,2015,tot_opioid
CLINTON,15.871032829975908,2016,tot_opioid
CLINTON,14.608088885768023,2017,tot_opioid
COHASSET,0.072719942465304,2013,alprazolam
COHASSET,0.057781036965188,2014,alprazolam
COHASSET,0.025527096288749,2015,alprazolam
COHASSET,0.080324756730307,2016,alprazolam
COHASSET,0.099072647689865,2017,alprazolam
COHASSET,0.034318041983851,2013,diazepam
COHASSET,0.010547279659324,2014,diazepam
COHASSET,0.009835912007226,2015,diazepam
COHASSET,0.029932663667754,2016,diazepam
COHASSET,0.021757735855269,2017,diazepam
COHASSET,0.068248332557462,2013,lorazepam
COHASSET,0.085528378124648,2014,lorazepam
COHASSET,0.108037030476856,2015,lorazepam
COHASSET,0.104338156792493,2016,lorazepam
COHASSET,0.117060846400735,2017,lorazepam
COHASSET,0.174215723843731,2013,tot_benzo
COHASSET,0.152456625861234,2014,tot_benzo
COHASSET,0.141927805527508,2015,tot_benzo
COHASSET,0.213422379508764,2016,tot_benzo
COHASSET,0.236710909922935,2017,tot_benzo
COHASSET,10.697049801901143,2013,tot_opioid
COHASSET,11.350387602865004,2014,tot_opioid
COHASSET,11.42046986338896,2015,tot_opioid
COHASSET,15.59891803377258,2016,tot_opioid
COHASSET,15.723257256314911,2017,tot_opioid
COLRAIN,0.004367392052096,2013,alprazolam
COLRAIN,0.004588803142835,2014,alprazolam
COLRAIN,0.004407975179235,2015,alprazolam
COLRAIN,0.004809890932393,2016,alprazolam
COLRAIN,0.004884086940838,2017,alprazolam
COLRAIN,0.004642727485875,2013,diazepam
COLRAIN,0.004777180036357,2014,diazepam
COLRAIN,0.00497674283571,2015,diazepam
COLRAIN,0.005279283907379,2016,diazepam
COLRAIN,0.005232834163532,2017,diazepam
COLRAIN,0.008544203143945,2013,lorazepam
COLRAIN,0.008614262636169,2014,lorazepam
COLRAIN,0.008550951051889,2015,lorazepam
COLRAIN,0.00870361916183,2016,lorazepam
COLRAIN,0.008430026652585,2017,lorazepam
COLRAIN,0.007724147198065,2013,tot_benzo
COLRAIN,0.007811885196403,2014,tot_benzo
COLRAIN,0.007699783554953,2015,tot_benzo
COLRAIN,0.008118156313308,2016,tot_benzo
COLRAIN,0.007971984737908,2017,tot_benzo
COLRAIN,0.007517412754441,2013,tot_opioid
COLRAIN,0.00747049558405,2014,tot_opioid
COLRAIN,0.00733732719872,2015,tot_opioid
COLRAIN,0.007294853207611,2016,tot_opioid
COLRAIN,0.007144522591802,2017,tot_opioid
CONCORD,0.129124663217412,2013,alprazolam
CONCORD,0.14030244729138,2014,alprazolam
CONCORD,0.156024914423024,2015,alprazolam
CONCORD,0.155811091274765,2016,alprazolam
CONCORD,0.171069694160785,2017,alprazolam
CONCORD,0.102492594434353,2013,diazepam
CONCORD,0.111133492358374,2014,diazepam
CONCORD,0.121789119335743,2015,diazepam
CONCORD,0.118146554614196,2016,diazepam
CONCORD,0.108606912090775,2017,diazepam
CONCORD,0.588294846589977,2013,lorazepam
CONCORD,0.629121245139228,2014,lorazepam
CONCORD,0.664006219556358,2015,lorazepam
CONCORD,0.727851922069654,2016,lorazepam
CONCORD,0.744042329150003,2017,lorazepam
CONCORD,0.82022949196649,2013,tot_benzo
CONCORD,0.8808983636464,2014,tot_benzo
CONCORD,0.942234945465338,2015,tot_benzo
CONCORD,1.002210846400359,2016,tot_benzo
CONCORD,1.024097443984902,2017,tot_benzo
CONCORD,42.619471602757564,2013,tot_opioid
CONCORD,43.64708436784825,2014,tot_opioid
CONCORD,45.280295474466385,2015,tot_opioid
CONCORD,47.658276853213074,2016,tot_opioid
CONCORD,46.87477563643852,2017,tot_opioid
CONWAY,0.002276676125952,2013,alprazolam
CONWAY,0.002390905833308,2014,alprazolam
CONWAY,0.002294162028813,2015,alprazolam
CONWAY,0.002504480620554,2016,alprazolam
CONWAY,0.002543724922955,2017,alprazolam
CONWAY,0.002469806826393,2013,diazepam
CONWAY,0.0025412388983310002,2014,diazepam
CONWAY,0.002653625489857,2015,diazepam
CONWAY,0.002820241762645,2016,diazepam
CONWAY,0.002795487060099,2017,diazepam
CONWAY,0.004447737509173,2013,lorazepam
CONWAY,0.004480696799546,2014,lorazepam
CONWAY,0.004445411610501,2015,lorazepam
CONWAY,0.004521583042839,2016,lorazepam
CONWAY,0.004377804733937,2017,lorazepam
CONWAY,0.003995133259263,2013,tot_benzo
CONWAY,0.004038909072929,2014,tot_benzo
CONWAY,0.003979784655534,2015,tot_benzo
CONWAY,0.004195765309609,2016,tot_benzo
CONWAY,0.00411975770507,2017,tot_benzo
CONWAY,0.240430347763074,2013,tot_opioid
CONWAY,0.182380779508942,2014,tot_opioid
CONWAY,0.128749737858888,2015,tot_opioid
CONWAY,0.106410733435781,2016,tot_opioid
CONWAY,0.11302969980847,2017,tot_opioid
CUMMINGTON,0.003981624725623,2013,alprazolam
CUMMINGTON,0.004183094768758,2014,alprazolam
CUMMINGTON,0.004017437468547,2015,alprazolam
CUMMINGTON,0.00438411256292,2016,alprazolam
CUMMINGTON,0.004451938096954,2017,alprazolam
CUMMINGTON,0.004248382904686,2013,diazepam
CUMMINGTON,0.004371386246911,2014,diazepam
CUMMINGTON,0.004555938050444,2015,diazepam
CUMMINGTON,0.0048345436334,2016,diazepam
CUMMINGTON,0.004792025279989,2017,diazepam
CUMMINGTON,0.007787477717716,2013,lorazepam
CUMMINGTON,0.007850196146578,2014,lorazepam
CUMMINGTON,0.007791737574884,2015,lorazepam
CUMMINGTON,0.007929814018499,2016,lorazepam
CUMMINGTON,0.007680011484267,2017,lorazepam
CUMMINGTON,0.007031688749952,2013,tot_benzo
CUMMINGTON,0.00711103655712,2014,tot_benzo
CUMMINGTON,0.007008610925164,2015,tot_benzo
CUMMINGTON,0.007389342133133,2016,tot_benzo
CUMMINGTON,0.007256142462168,2017,tot_benzo
CUMMINGTON,0.00683419952749,2013,tot_opioid
CUMMINGTON,0.006791537979185,2014,tot_opioid
CUMMINGTON,0.00667046467615,2015,tot_opioid
CUMMINGTON,0.006631838288008,2016,tot_opioid
CUMMINGTON,1.271037158851462,2017,tot_opioid
DALTON,0.152428211071513,2013,alprazolam
DALTON,0.19873592828925,2014,alprazolam
DALTON,0.168801638550087,2015,alprazolam
DALTON,0.099124776527109,2016,alprazolam
DALTON,0.062645491855778,2017,alprazolam
DALTON,0.090666146219317,2013,diazepam
DALTON,0.100392703414055,2014,diazepam
DALTON,0.115214989683639,2015,diazepam
DALTON,0.077079003721293,2016,diazepam
DALTON,0.074487049351132,2017,diazepam
DALTON,0.458086489995202,2013,lorazepam
DALTON,0.54163569296791,2014,lorazepam
DALTON,0.531938392276449,2015,lorazepam
DALTON,0.429061436033367,2016,lorazepam
DALTON,0.442111842584577,2017,lorazepam
DALTON,0.701771925185712,2013,tot_benzo
DALTON,0.841616901214244,2014,tot_benzo
DALTON,0.816860085427632,2015,tot_benzo
DALTON,0.605340204841028,2016,tot_benzo
DALTON,0.579214664477291,2017,tot_benzo
DALTON,20.920336136665824,2013,tot_opioid
DALTON,21.682118906243065,2014,tot_opioid
DALTON,21.746929563686596,2015,tot_opioid
DALTON,18.09202758375639,2016,tot_opioid
DALTON,19.250369561882497,2017,tot_opioid
DANVERS,0.19807813137492,2013,alprazolam
DANVERS,0.228101425456245,2014,alprazolam
DANVERS,0.226677364606672,2015,alprazolam
DANVERS,0.290692773243678,2016,alprazolam
DANVERS,0.284784281962824,2017,alprazolam
DANVERS,0.03412328308822,2013,diazepam
DANVERS,0.033809996141562,2014,diazepam
DANVERS,0.050539834224473,2015,diazepam
DANVERS,0.074437456801598,2016,diazepam
DANVERS,0.066949059886295,2017,diazepam
DANVERS,0.395234397094378,2013,lorazepam
DANVERS,0.428305233517739,2014,lorazepam
DANVERS,0.512291573208927,2015,lorazepam
DANVERS,0.701829841350901,2016,lorazepam
DANVERS,0.697848570913902,2017,lorazepam
DANVERS,0.627448370931066,2013,tot_benzo
DANVERS,0.690236510779671,2014,tot_benzo
DANVERS,0.789589346696494,2015,tot_benzo
DANVERS,1.067191566354892,2016,tot_benzo
DANVERS,1.049786279699451,2017,tot_benzo
DANVERS,26.515961041847554,2013,tot_opioid
DANVERS,29.338889231360326,2014,tot_opioid
DANVERS,29.396903649821745,2015,tot_opioid
DANVERS,34.04996534012312,2016,tot_opioid
DANVERS,34.60589709806166,2017,tot_opioid
DARTMOUTH,0.693917093417541,2013,alprazolam
DARTMOUTH,0.675818594953318,2014,alprazolam
DARTMOUTH,0.805967161204788,2015,alprazolam
DARTMOUTH,0.874072624295325,2016,alprazolam
DARTMOUTH,0.885524908324347,2017,alprazolam
DARTMOUTH,0.160413261526745,2013,diazepam
DARTMOUTH,0.168537610648872,2014,diazepam
DARTMOUTH,0.174239648880343,2015,diazepam
DARTMOUTH,0.155198488419397,2016,diazepam
DARTMOUTH,0.156926582395536,2017,diazepam
DARTMOUTH,0.707709847029591,2013,lorazepam
DARTMOUTH,0.720945746677038,2014,lorazepam
DARTMOUTH,0.776160784864596,2015,lorazepam
DARTMOUTH,0.828462890369409,2016,lorazepam
DARTMOUTH,0.803009517307304,2017,lorazepam
DARTMOUTH,1.5626744321940511,2013,tot_benzo
DARTMOUTH,1.56591768443453,2014,tot_benzo
DARTMOUTH,1.757055505339021,2015,tot_benzo
DARTMOUTH,1.858433334245965,2016,tot_benzo
DARTMOUTH,1.846172394802504,2017,tot_benzo
DARTMOUTH,72.29682430516314,2013,tot_opioid
DARTMOUTH,71.44789462184659,2014,tot_opioid
DARTMOUTH,82.7688374912502,2015,tot_opioid
DARTMOUTH,87.15978267488882,2016,tot_opioid
DARTMOUTH,87.8109035344419,2017,tot_opioid
DEDHAM,0.217940577507279,2013,alprazolam
DEDHAM,0.219982556858867,2014,alprazolam
DEDHAM,0.224550073797204,2015,alprazolam
DEDHAM,0.242270868433334,2016,alprazolam
DEDHAM,0.257620103560966,2017,alprazolam
DEDHAM,0.062496011972163,2013,diazepam
DEDHAM,0.064522432065191,2014,diazepam
DEDHAM,0.066538435072607,2015,diazepam
DEDHAM,0.074283514066032,2016,diazepam
DEDHAM,0.060142470915569,2017,diazepam
DEDHAM,0.388687835906973,2013,lorazepam
DEDHAM,0.433086302242924,2014,lorazepam
DEDHAM,0.446431162712775,2015,lorazepam
DEDHAM,0.514966430067496,2016,lorazepam
DEDHAM,0.518177225144504,2017,lorazepam
DEDHAM,0.669215220586209,2013,tot_benzo
DEDHAM,0.717684126255395,2014,tot_benzo
DEDHAM,0.737614878863755,2015,tot_benzo
DEDHAM,0.831656316359551,2016,tot_benzo
DEDHAM,0.836046887833122,2017,tot_benzo
DEDHAM,19.18280603562743,2013,tot_opioid
DEDHAM,20.213371947908662,2014,tot_opioid
DEDHAM,20.42769668444778,2015,tot_opioid
DEDHAM,23.66378849395372,2016,tot_opioid
DEDHAM,26.387631254741446,2017,tot_opioid
DEERFIELD,0.037299369116683,2013,alprazolam
DEERFIELD,0.03083296868504,2014,alprazolam
DEERFIELD,0.035467965409221,2015,alprazolam
DEERFIELD,0.080291910252833,2016,alprazolam
DEERFIELD,0.052339460344972,2017,alprazolam
DEERFIELD,0.090562582863776,2013,diazepam
DEERFIELD,0.055531937092553,2014,diazepam
DEERFIELD,0.054597677233138,2015,diazepam
DEERFIELD,0.076720354851955,2016,diazepam
DEERFIELD,0.068421869231465,2017,diazepam
DEERFIELD,0.144516917214478,2013,lorazepam
DEERFIELD,0.131525365512834,2014,lorazepam
DEERFIELD,0.222022406002008,2015,lorazepam
DEERFIELD,0.356491098619162,2016,lorazepam
DEERFIELD,0.264098260065541,2017,lorazepam
DEERFIELD,0.271891919028867,2013,tot_benzo
DEERFIELD,0.216785598650977,2014,tot_benzo
DEERFIELD,0.311249814577887,2015,tot_benzo
DEERFIELD,0.513371063843436,2016,tot_benzo
DEERFIELD,0.384288951130794,2017,tot_benzo
DEERFIELD,12.084323210554352,2013,tot_opioid
DEERFIELD,9.4184734957965,2014,tot_opioid
DEERFIELD,13.425737607613025,2015,tot_opioid
DEERFIELD,16.134833798338878,2016,tot_opioid
DEERFIELD,12.949266281940966,2017,tot_opioid
DENNIS,0.012073337204112,2013,alprazolam
DENNIS,0.014831358787444,2014,alprazolam
DENNIS,0.018950582514467,2015,alprazolam
DENNIS,0.016520318323509,2016,alprazolam
DENNIS,0.016828324363925,2017,alprazolam
DENNIS,0.005818461003115,2013,diazepam
DENNIS,0.004145888805124,2014,diazepam
DENNIS,0.006288379032007,2015,diazepam
DENNIS,0.003860321860014,2016,diazepam
DENNIS,0.004468399671356,2017,diazepam
DENNIS,0.032543894304788,2013,lorazepam
DENNIS,0.034533995430909,2014,lorazepam
DENNIS,0.04094980992254,2015,lorazepam
DENNIS,0.054555816449392,2016,lorazepam
DENNIS,0.059284052030318,2017,lorazepam
DENNIS,0.050103347796531,2013,tot_benzo
DENNIS,0.053164719684384,2014,tot_benzo
DENNIS,0.06584852090452,2015,tot_benzo
DENNIS,0.074576376953736,2016,tot_benzo
DENNIS,0.080227357998298,2017,tot_benzo
DENNIS,2.563626107566632,2013,tot_opioid
DENNIS,2.681991200775268,2014,tot_opioid
DENNIS,2.986312676541532,2015,tot_opioid
DENNIS,3.121653973315705,2016,tot_opioid
DENNIS,3.168904424070352,2017,tot_opioid
DIGHTON,0.135606458441131,2013,alprazolam
DIGHTON,0.17068828614454,2014,alprazolam
DIGHTON,0.207992703214544,2015,alprazolam
DIGHTON,0.248273296394755,2016,alprazolam
DIGHTON,0.266894563336561,2017,alprazolam
DIGHTON,0.020069998527618,2013,diazepam
DIGHTON,0.025269428575896,2014,diazepam
DIGHTON,0.012731975631272,2015,diazepam
DIGHTON,0.015734021536337,2016,diazepam
DIGHTON,0.017939331802211,2017,diazepam
DIGHTON,0.162497886281383,2013,lorazepam
DIGHTON,0.167027800820338,2014,lorazepam
DIGHTON,0.160336249372516,2015,lorazepam
DIGHTON,0.183524634066442,2016,lorazepam
DIGHTON,0.173056848121113,2017,lorazepam
DIGHTON,0.317359577515542,2013,tot_benzo
DIGHTON,0.362250111014359,2014,tot_benzo
DIGHTON,0.380202246527276,2015,tot_benzo
DIGHTON,0.446791153369636,2016,tot_benzo
DIGHTON,0.45724566094192,2017,tot_benzo
DIGHTON,12.844071662316738,2013,tot_opioid
DIGHTON,13.56915122628746,2014,tot_opioid
DIGHTON,14.902428917507324,2015,tot_opioid
DIGHTON,17.134587452308512,2016,tot_opioid
DIGHTON,17.593750967173868,2017,tot_opioid
DOUGLAS,0.049085009554405,2013,alprazolam
DOUGLAS,0.064846798874706,2014,alprazolam
DOUGLAS,0.077599604379183,2015,alprazolam
DOUGLAS,0.10319651432198,2016,alprazolam
DOUGLAS,0.15717981665781,2017,alprazolam
DOUGLAS,0.001117125841683,2013,diazepam
DOUGLAS,0.001149409289972,2014,diazepam
DOUGLAS,0.011871103448166,2015,diazepam
DOUGLAS,0.001278978529554,2016,diazepam
DOUGLAS,0.001267769102436,2017,diazepam
DOUGLAS,0.077572260492887,2013,lorazepam
DOUGLAS,0.061902346764155,2014,lorazepam
DOUGLAS,0.089404945868968,2015,lorazepam
DOUGLAS,0.110102645842317,2016,lorazepam
DOUGLAS,0.119885536899097,2017,lorazepam
DOUGLAS,0.125846184375911,2013,tot_benzo
DOUGLAS,0.125888690633037,2014,tot_benzo
DOUGLAS,0.177099608442435,2015,tot_benzo
DOUGLAS,0.212661982294681,2016,tot_benzo
DOUGLAS,0.276669878456778,2017,tot_benzo
DOUGLAS,7.86381646308711,2013,tot_opioid
DOUGLAS,7.867782418438024,2014,tot_opioid
DOUGLAS,7.909274967741128,2015,tot_opioid
DOUGLAS,10.391372890323304,2016,tot_opioid
DOUGLAS,10.963467546590893,2017,tot_opioid
DOVER,0.012065407078385,2013,alprazolam
DOVER,9.35572886158e-4,2014,alprazolam
DOVER,8.97063034467e-4,2015,alprazolam
DOVER,9.79596294314e-4,2016,alprazolam
DOVER,9.95104322827e-4,2017,alprazolam
DOVER,9.80076829838e-4,2013,diazepam
DOVER,0.001008397414667,2014,diazepam
DOVER,0.001054694978448,2015,diazepam
DOVER,0.001122371738844,2016,diazepam
DOVER,0.001112536369766,2017,diazepam
DOVER,0.137630732188922,2013,lorazepam
DOVER,0.001751355553222,2014,lorazepam
DOVER,0.001736956810667,2015,lorazepam
DOVER,0.001765896266558,2016,lorazepam
DOVER,0.001709320745487,2017,lorazepam
DOVER,0.149025845765092,2013,tot_benzo
DOVER,0.001572432532312,2014,tot_benzo
DOVER,0.001549117661512,2015,tot_benzo
DOVER,0.001633120377107,2016,tot_benzo
DOVER,0.001603418756815,2017,tot_benzo
DOVER,2.279040590458128,2013,tot_opioid
DOVER,0.123451994553189,2014,tot_opioid
DOVER,0.167541022100818,2015,tot_opioid
DOVER,0.139852983601117,2016,tot_opioid
DOVER,0.1034929412051,2017,tot_opioid
DRACUT,0.063885522785041,2013,alprazolam
DRACUT,0.074154678897216,2014,alprazolam
DRACUT,0.085311694235956,2015,alprazolam
DRACUT,0.093963581830795,2016,alprazolam
DRACUT,0.096484211638366,2017,alprazolam
DRACUT,0.034151891307949,2013,diazepam
DRACUT,0.039725740008132,2014,diazepam
DRACUT,0.035417267310044,2015,diazepam
DRACUT,0.030937033510407,2016,diazepam
DRACUT,0.030934896090839,2017,diazepam
DRACUT,0.035096835451307,2013,lorazepam
DRACUT,0.037261368231536,2014,lorazepam
DRACUT,0.045179321042055,2015,lorazepam
DRACUT,0.042488156232207,2016,lorazepam
DRACUT,0.042117675478238,2017,lorazepam
DRACUT,0.132852506995649,2013,tot_benzo
DRACUT,0.150867619855667,2014,tot_benzo
DRACUT,0.165632751889485,2015,tot_benzo
DRACUT,0.167091795171095,2016,tot_benzo
DRACUT,0.169248142793816,2017,tot_benzo
DRACUT,4.904214095239516,2013,tot_opioid
DRACUT,5.144572395590873,2014,tot_opioid
DRACUT,5.192316871657811,2015,tot_opioid
DRACUT,5.40511018616848,2016,tot_opioid
DRACUT,5.581861403047001,2017,tot_opioid
DUDLEY,6.70882950894e-4,2013,alprazolam
DUDLEY,7.04274758019e-4,2014,alprazolam
DUDLEY,6.75207427589e-4,2015,alprazolam
DUDLEY,7.37364328323e-4,2016,alprazolam
DUDLEY,7.49056481819e-4,2017,alprazolam
DUDLEY,7.39433510379e-4,2013,diazepam
DUDLEY,7.60797309751e-4,2014,diazepam
DUDLEY,7.95934747655e-4,2015,diazepam
DUDLEY,8.47185496085e-4,2016,diazepam
DUDLEY,8.39763579694e-4,2017,diazepam
DUDLEY,0.01425678127292,2013,lorazepam
DUDLEY,0.001318140085843,2014,lorazepam
DUDLEY,0.001307230540723,2015,lorazepam
DUDLEY,0.001328912099652,2016,lorazepam
DUDLEY,0.001286286129301,2017,lorazepam
DUDLEY,0.014144157918274,2013,tot_benzo
DUDLEY,0.001182733102532,2014,tot_benzo
DUDLEY,0.001165161180535,2015,tot_benzo
DUDLEY,0.001228335444809,2016,tot_benzo
DUDLEY,0.001205981748208,2017,tot_benzo
DUDLEY,0.75986778057939,2013,tot_opioid
DUDLEY,0.113596333370294,2014,tot_opioid
DUDLEY,0.107725108201421,2015,tot_opioid
DUDLEY,0.128524520695711,2016,tot_opioid
DUDLEY,0.085590925494317,2017,tot_opioid
DUNSTABLE,0.001798739775363,2013,alprazolam
DUNSTABLE,0.00188877483309,2014,alprazolam
DUNSTABLE,0.001811893432958,2015,alprazolam
DUNSTABLE,0.001978205073947,2016,alprazolam
DUNSTABLE,0.002009313012599,2017,alprazolam
DUNSTABLE,0.00196051219215,2013,diazepam
DUNSTABLE,0.002017197060551,2014,diazepam
DUNSTABLE,0.002107569945447,2015,diazepam
DUNSTABLE,0.002240892080988,2016,diazepam
DUNSTABLE,0.002221233704582,2017,diazepam
DUNSTABLE,0.003512906316385,2013,lorazepam
DUNSTABLE,0.003538306036611,2014,lorazepam
DUNSTABLE,0.003510018629897,2015,lorazepam
DUNSTABLE,0.003569587684304,2016,lorazepam
DUNSTABLE,0.003455785587837,2017,lorazepam
DUNSTABLE,0.003150831766217,2013,tot_benzo
DUNSTABLE,0.003185069941183,2014,tot_benzo
DUNSTABLE,0.003138236701981,2015,tot_benzo
DUNSTABLE,0.00330850001808,2016,tot_benzo
DUNSTABLE,0.003248483339638,2017,tot_benzo
DUNSTABLE,0.003039220711487,2013,tot_opioid
DUNSTABLE,0.003020228040219,2014,tot_opioid
DUNSTABLE,0.002966366537692,2015,tot_opioid
DUNSTABLE,0.002949157947566,2016,tot_opioid
DUNSTABLE,0.00288836335064,2017,tot_opioid
DUXBURY,0.163867624196316,2013,alprazolam
DUXBURY,0.151019480411447,2014,alprazolam
DUXBURY,0.120441452419935,2015,alprazolam
DUXBURY,0.104042948152714,2016,alprazolam
DUXBURY,0.096961619884419,2017,alprazolam
DUXBURY,0.031811751194169,2013,diazepam
DUXBURY,0.037276980183713,2014,diazepam
DUXBURY,0.027979111915204,2015,diazepam
DUXBURY,0.027995940701393,2016,diazepam
DUXBURY,0.036969276896289,2017,diazepam
DUXBURY,0.134920705378217,2013,lorazepam
DUXBURY,0.174551358677034,2014,lorazepam
DUXBURY,0.133015198364413,2015,lorazepam
DUXBURY,0.109205869327166,2016,lorazepam
DUXBURY,0.109513189076997,2017,lorazepam
DUXBURY,0.330309444097537,2013,tot_benzo
DUXBURY,0.362569481570314,2014,tot_benzo
DUXBURY,0.281022831361919,2015,tot_benzo
DUXBURY,0.240762884953028,2016,tot_benzo
DUXBURY,0.243012453148788,2017,tot_benzo
DUXBURY,7.476350185746266,2013,tot_opioid
DUXBURY,8.111061516235853,2014,tot_opioid
DUXBURY,9.565047183345616,2015,tot_opioid
DUXBURY,10.578915255253738,2016,tot_opioid
DUXBURY,11.183935721293413,2017,tot_opioid
EAST BRIDGEWATER,0.245184776464674,2013,alprazolam
EAST BRIDGEWATER,0.263292910738903,2014,alprazolam
EAST BRIDGEWATER,0.232719804100659,2015,alprazolam
EAST BRIDGEWATER,0.271824080310743,2016,alprazolam
EAST BRIDGEWATER,0.334873299915217,2017,alprazolam
EAST BRIDGEWATER,0.040822314603089,2013,diazepam
EAST BRIDGEWATER,0.029816599753711,2014,diazepam
EAST BRIDGEWATER,0.057356255235422,2015,diazepam
EAST BRIDGEWATER,0.043052851236105,2016,diazepam
EAST BRIDGEWATER,0.042681463687864,2017,diazepam
EAST BRIDGEWATER,0.213527951419849,2013,lorazepam
EAST BRIDGEWATER,0.212825601588163,2014,lorazepam
EAST BRIDGEWATER,0.168207503316115,2015,lorazepam
EAST BRIDGEWATER,0.212141322328138,2016,lorazepam
EAST BRIDGEWATER,0.257141263277244,2017,lorazepam
EAST BRIDGEWATER,0.499455539955062,2013,tot_benzo
EAST BRIDGEWATER,0.505774815720616,2014,tot_benzo
EAST BRIDGEWATER,0.45815847230316,2015,tot_benzo
EAST BRIDGEWATER,0.526880003944729,2016,tot_benzo
EAST BRIDGEWATER,0.634700848631924,2017,tot_benzo
EAST BRIDGEWATER,24.27358234897988,2013,tot_opioid
