npi,nppes_provider_last_name,nppes_provider_first_name,nppes_provider_zip_code,town,nppes_provider_state,specialty_description,total_claim_count,opioid_claim_count,opioid_prescribing_rate,long-acting_opioid_claim_count,year
1336123801,balady,gary,02118,boston,MA,cardiology,1448,0.0,0.0,0.0,2014
1336125871,carlo,claire,02118,boston,MA,internal medicine,2194,208.0,9.48,25.0,2014
1336146810,meier-ewert,hans,02118,boston,MA,cardiology,1732,0.0,0.0,0.0,2014
1336241751,mehta,ankur,02118,boston,MA,internal medicine,297,40.0,13.47,,2014
1336277847,lupton,katherine,02118,boston,MA,internal medicine,661,,,,2014
1336314764,fuller,robert,02118,boston,MA,internal medicine,307,19.0,6.19,0.0,2014
1336315647,franciosa,mark,02118,boston,MA,internal medicine,800,16.0,2.0,,2014
1336328566,sampang,marcelo,02118,boston,MA,nurse practitioner,32,0.0,0.0,0.0,2014
1336371350,kashlan,lana,02118,boston,MA,dermatology,190,,,0.0,2014
1336376680,yuh,david,02118,boston,MA,internal medicine,55,,,0.0,2014
1336399757,fein,daniel,02118,boston,MA,internal medicine,121,0.0,0.0,0.0,2014
1336407063,han,chris,02118,boston,MA,student in an organized health care education/training program,16,12.0,75.0,0.0,2014
1336431147,ko,darae,02118,boston,MA,internal medicine,233,,,0.0,2014
1336550524,singh,vikram,02118,boston,MA,student in an organized health care education/training program,72,,,,2014
1336553395,roberts,virginia,02118,boston,MA,student in an organized health care education/training program,14,,,0.0,2014
1336561919,rosenholm,emily,02118,boston,MA,nurse practitioner,43,,,0.0,2014
1336582840,wagenseller,aubrey,02118,boston,MA,dermatology,59,,,,2014
1346205606,apovian,caroline,02118,boston,MA,endocrinology,502,0.0,0.0,0.0,2014
1346224268,meisel,james,02118,boston,MA,internal medicine,14,,,0.0,2014
1346225497,bhatia,jasvinder,02118,boston,MA,nephrology,1326,13.0,0.98,0.0,2014
1346226206,holick,michael,02118,boston,MA,endocrinology,413,25.0,6.05,0.0,2014
1346256914,rivinus,timothy,02118,boston,MA,psychiatry & neurology,178,0.0,0.0,0.0,2014
1346297256,green,nicole,02118,boston,MA,physician assistant,180,34.0,18.89,0.0,2014
1346327731,white-hammond,gloria,02118,boston,MA,pediatric medicine,13,0.0,0.0,0.0,2014
1346358660,morabito,mary,02118,boston,MA,nurse practitioner,256,0.0,0.0,0.0,2014
1346373362,fitzgerald,brianne,02118,boston,MA,nurse practitioner,485,0.0,0.0,0.0,2014
1346382835,comeau,douglas,02118,boston,MA,family practice,104,12.0,11.54,0.0,2014
1346387776,rampulla,joseph,02118,boston,MA,nurse practitioner,225,15.0,6.67,,2014
1346409398,bresnick,morgan,02118,boston,MA,general surgery,42,,,0.0,2014
1346415601,lawless,bryan,02118,boston,MA,orthopedic surgery,584,67.0,11.47,0.0,2014
1346487949,shrime,mark,02118,boston,MA,otolaryngology,39,,,0.0,2014
1346497963,yarrington,christina,02118,boston,MA,obstetrics/gynecology,15,0.0,0.0,0.0,2014
1346498193,krishnamoorthi,prithviraj,02118,boston,MA,dentist,17,0.0,0.0,0.0,2014
1346520038,rector,chelsea,02118,boston,MA,physician assistant,98,,,0.0,2014
1346583259,simon,steven,02118,boston,MA,student in an organized health care education/training program,174,0.0,0.0,0.0,2014
1346583762,setia,nandini,02118,boston,MA,student in an organized health care education/training program,269,,,,2014
1346650470,sachdev,rishabh,02118,boston,MA,student in an organized health care education/training program,103,,,0.0,2014
1346686771,wakim,matthew,02118,boston,MA,student in an organized health care education/training program,54,,,0.0,2014
1356316020,aspen,otter,02118,boston,MA,dermatology,1299,385.0,29.64,0.0,2014
1356330476,maypole,john,02118,boston,MA,pediatric medicine,15,0.0,0.0,0.0,2014
1356339444,rosman,n,02118,boston,MA,pediatric medicine,163,0.0,0.0,0.0,2014
1356360556,batal,hussam,02118,boston,MA,oral surgery (dentists only),33,,,0.0,2014
1356568786,assoumou,sabrina,02118,boston,MA,internal medicine,766,,,,2014
1356590731,shah,sharmi,02118,boston,MA,dentist,11,,,0.0,2014
1356609150,amos,meredith,02118,boston,MA,family practice,358,,,0.0,2014
1356624217,flanagan,kerin,02118,boston,MA,nurse practitioner,2496,68.0,2.72,,2014
1356633341,huang,gary,02118,boston,MA,student in an organized health care education/training program,125,,,0.0,2014
1356647531,furnas,rachel,02118,boston,MA,physician assistant,229,90.0,39.3,,2014
1356652499,litrenta,jody,02118,boston,MA,orthopaedic surgery,36,19.0,52.78,0.0,2014
1356652994,petschnigg,eva,02118,boston,MA,internal medicine,37,,,0.0,2014
1356752646,chan,isaac,02118,boston,MA,student in an organized health care education/training program,53,0.0,0.0,0.0,2014
1356760938,dumontier,clark,02118,boston,MA,student in an organized health care education/training program,45,,,0.0,2014
1356768600,adegoke,tejumola,02118,boston,MA,student in an organized health care education/training program,23,,,0.0,2014
1356769699,hashemi,sean,02118,boston,MA,student in an organized health care education/training program,15,,,0.0,2014
1356784375,kobakov,mikhail,02118,boston,MA,student in an organized health care education/training program,66,20.0,30.3,0.0,2014
1366414286,sullivan,margaret,02118,boston,MA,infectious disease,467,,,,2014
1366426272,steinbach,suzanne,02118,boston,MA,pediatric medicine,13,0.0,0.0,0.0,2014
1366432353,huang,faye,02118,boston,MA,nurse practitioner,175,11.0,6.29,,2014
1366495046,sterne,thomas,02118,boston,MA,internal medicine,3955,187.0,4.73,29.0,2014
1366537979,cohen,mardge,02118,boston,MA,internal medicine,12,,,0.0,2014
1366597593,gamble,robert,02118,boston,MA,nurse practitioner,428,15.0,3.5,0.0,2014
1366670754,kuttab,johny,02118,boston,MA,internal medicine,105,,,0.0,2014
1366688608,junqueira,jeronimo,02118,boston,MA,internal medicine,27,0.0,0.0,0.0,2014
1366733115,barmada,hamza,02118,boston,MA,psychiatry,33,0.0,0.0,0.0,2014
1366753600,tran,duc,02118,boston,MA,physical medicine and rehabilitation,54,,,0.0,2014
1366862161,roche,meaghan,02118,boston,MA,student in an organized health care education/training program,16,,,0.0,2014
1376501825,falanga,vincent,02118,boston,MA,dermatology,16,0.0,0.0,0.0,2014
1376526590,stier,elizabeth,02118,boston,MA,obstetrics/gynecology,86,0.0,0.0,0.0,2014
1376529842,arvedon,marjorie,02118,boston,MA,nurse practitioner,74,0.0,0.0,0.0,2014
1376653782,sloan,karin,02118,boston,MA,pulmonary disease,454,0.0,0.0,0.0,2014
1376660936,abood,rana,02118,boston,MA,dentist,11,,,0.0,2014
1376686485,yokoyama,shigueru,02118,boston,MA,dentist,114,21.0,18.42,0.0,2014
1376689919,upadhyay,ashish,02118,boston,MA,internal medicine,734,0.0,0.0,0.0,2014
1376694083,claude,kimberly,02118,boston,MA,nurse practitioner,328,105.0,32.01,43.0,2014
1376695049,panagia,marcello,02118,boston,MA,internal medicine,67,0.0,0.0,0.0,2014
1376707588,sia,michelle,02118,boston,MA,obstetrics/gynecology,95,,,0.0,2014
1376714055,atema,annemieke,02118,boston,MA,emergency medicine,35,,,0.0,2014
1376746123,comeau,jillian,02118,boston,MA,physician assistant,228,29.0,12.72,0.0,2014
1376800300,shirk,joseph,02118,boston,MA,student in an organized health care education/training program,21,,,0.0,2014
1376802405,angelino,kenneth,02118,boston,MA,student in an organized health care education/training program,281,29.0,10.32,0.0,2014
1376809129,dyer,tj,02118,boston,MA,dentist,28,13.0,46.43,0.0,2014
1376809657,dahn,cassidy,02118,boston,MA,student in an organized health care education/training program,52,,,0.0,2014
1376811828,sullivan,kathleen,02118,boston,MA,nurse practitioner,228,0.0,0.0,0.0,2014
1376826032,fiero,laila,02118,boston,MA,physician assistant,202,,,,2014
1376863563,fu,julie leann,02118,boston,MA,internal medicine,93,14.0,15.05,0.0,2014
1376863621,brady,matthew,02118,boston,MA,general surgery,20,18.0,90.0,0.0,2014
1376956920,valery lara,adriana,02118,boston,MA,dentist,43,,,0.0,2014
1386087112,carroll,lisa,02118,boston,MA,student in an organized health care education/training program,11,,,0.0,2014
1386616381,rico,janet,02118,boston,MA,nurse practitioner,66,,,0.0,2014
1386621092,moore,thomas,02118,boston,MA,gastroenterology,281,,,0.0,2014
1386625739,rourke,elizabeth,02118,boston,MA,internal medicine,427,,,0.0,2014
1386772143,henry,cassis,02118,boston,MA,psychiatry & neurology,349,0.0,0.0,0.0,2014
1386788479,salama,andrew,02118,boston,MA,oral surgery (dentists only),32,,,,2014
1386796043,brody,jennifer,02118,boston,MA,internal medicine,1350,158.0,11.7,48.0,2014
1386834554,rosenberg,allison,02118,boston,MA,nurse practitioner,12,0.0,0.0,0.0,2014
1386840361,glassman,seth,02118,boston,MA,internal medicine,65,,,0.0,2014
1386872745,adjei-poku,yaw,02118,boston,MA,internal medicine,45,0.0,0.0,0.0,2014
1386888048,chaudhuri,sudeshna,02118,boston,MA,physician assistant,46,,,0.0,2014
1386905685,hamrick,marissa,02118,boston,MA,family practice,1030,22.0,2.14,,2014
1386907335,moin,omer,02118,boston,MA,emergency medicine,77,16.0,20.78,0.0,2014
1386934115,trier,henry,02118,boston,MA,internal medicine,23,0.0,0.0,0.0,2014
1386995876,song,seunghan,02118,boston,MA,dentist,39,,,0.0,2014
1396001319,gonzalez,jennifer,02118,boston,MA,physician assistant,117,15.0,12.82,0.0,2014
1396001830,oommen,esha,02118,boston,MA,student in an organized health care education/training program,24,,,0.0,2014
1396037800,schafer,jesse,02118,boston,MA,student in an organized health care education/training program,103,,,0.0,2014
1396069035,liscord,emory,02118,boston,MA,emergency medicine,146,36.0,24.66,,2014
1396088449,stankiewicz,brad,02118,boston,MA,student in an organized health care education/training program,27,,,0.0,2014
1396163739,carmona,hugo,02118,boston,MA,student in an organized health care education/training program,41,,,0.0,2014
1396164877,baldwin,marielle,02118,boston,MA,student in an organized health care education/training program,27,,,0.0,2014
1396185823,isitan,cigdem,02118,boston,MA,student in an organized health care education/training program,52,,,0.0,2014
1396717120,babayan,richard,02118,boston,MA,urology,785,,,0.0,2014
1396721841,farber,harrison,02118,boston,MA,pulmonary disease,885,15.0,1.69,0.0,2014
1396722203,pimentel,david,02118,boston,MA,cardiology,2547,19.0,0.75,0.0,2014
1396753307,wolpowitz,deon,02118,boston,MA,dermatology,36,0.0,0.0,0.0,2014
1396865879,roncari,danielle,02118,boston,MA,obstetrics/gynecology,21,,,0.0,2014
1396890851,trollinger,ann,02118,boston,MA,nurse practitioner,67,,,0.0,2014
1396944732,crouse,nancy,02118,boston,MA,certified clinical nurse specialist,855,,,0.0,2014
1396972733,mkparu,anuli,02118,boston,MA,orthopaedic surgery,12,,,0.0,2014
1407005697,lee,sang,02118,boston,MA,dentist,256,91.0,35.55,0.0,2014
1407015266,reddy,kavitha,02118,boston,MA,dermatology,91,16.0,17.58,0.0,2014
1407020415,chatterjee,avik,02118,boston,MA,internal medicine,160,,,0.0,2014
1407067499,chandra,rohit,02118,boston,MA,psychiatry,362,0.0,0.0,0.0,2014
1407074263,pulas,troy,02118,boston,MA,psychiatry & neurology,107,0.0,0.0,0.0,2014
1407084700,han,benjamin,02118,boston,MA,internal medicine,3625,22.0,0.61,0.0,2014
1407084908,jacob,reza,02118,boston,MA,dermatology,771,40.0,5.19,0.0,2014
1407121734,steer,jonathan,02118,boston,MA,student in an organized health care education/training program,45,15.0,33.33,0.0,2014
1407145436,ton,loc,02118,boston,MA,student in an organized health care education/training program,181,,,0.0,2014
1407148950,murthy,namita,02118,boston,MA,student in an organized health care education/training program,50,18.0,36.0,0.0,2014
1407282999,khurana,ramipal s,02118,boston,MA,dentist,11,,,0.0,2014
1407819444,knapp,philip,02118,boston,MA,endocrinology,986,0.0,0.0,0.0,2014
1407820673,manasseh,christopher,02118,boston,MA,family practice,2677,469.0,17.52,141.0,2014
1407828296,baker,william,02118,boston,MA,emergency medicine,58,,,0.0,2014
1407831258,berk,john,02118,boston,MA,pulmonary disease,234,,,0.0,2014
1407839558,hendessi,paul,02118,boston,MA,obstetrics/gynecology,12,0.0,0.0,0.0,2014
1407879018,miller,hannah,02118,boston,MA,gastroenterology,324,0.0,0.0,0.0,2014
1407984636,morrissey,susan,02118,boston,MA,nurse practitioner,1725,17.0,0.99,0.0,2014
1417117508,tobler,william,02118,boston,MA,general surgery,15,,,0.0,2014
1417119165,valencia-rey,paula,02118,boston,MA,internal medicine,16,0.0,0.0,0.0,2014
1417122615,vasquez,jaime,02118,boston,MA,emergency medicine,148,38.0,25.68,0.0,2014
1417132259,dauphinee,irina,02118,boston,MA,nurse practitioner,1847,87.0,4.71,,2014
1417240631,casas,rachel,02118,boston,MA,internal medicine,359,,,,2014
1417290404,sarhan,anas,02118,boston,MA,student in an organized health care education/training program,173,11.0,6.36,0.0,2014
1417374760,lipkin-moore,zachary,02118,boston,MA,student in an organized health care education/training program,54,,,0.0,2014
1417930504,perkins,rebecca,02118,boston,MA,obstetrics/gynecology,43,0.0,0.0,0.0,2014
1417932450,willers,henning,02118,boston,MA,radiation oncology,25,,,0.0,2014
1417934142,libbey,caryn,02118,boston,MA,rheumatology,1453,140.0,9.64,0.0,2014
1417985953,kreger,bernard,02118,boston,MA,internal medicine,3658,231.0,6.31,0.0,2014
1417999210,liang,chang-seng,02118,boston,MA,internal medicine,133,0.0,0.0,0.0,2014
1427030048,walkey,allan,02118,boston,MA,internal medicine,51,0.0,0.0,0.0,2014
1427035286,farraye,francis,02118,boston,MA,gastroenterology,474,,,0.0,2014
1427091354,snyder,michael,02118,boston,MA,emergency medicine,232,43.0,18.53,0.0,2014
1427103639,zinner,gennine,02118,boston,MA,nurse practitioner,338,12.0,3.55,,2014
1427194554,pierre,remercile,02118,boston,MA,nurse practitioner,23,,,0.0,2014
1427224328,myers,ward,02118,boston,MA,pediatric medicine,14,,,0.0,2014
1427316223,rebhun,chad,02118,boston,MA,oral surgery (dentists only),20,,,0.0,2014
1427317247,brunner,katherine,02118,boston,MA,internal medicine,96,,,0.0,2014
1427357656,stallwood,christopher,02118,boston,MA,student in an organized health care education/training program,111,,,0.0,2014
1427378777,tam,alison,02118,boston,MA,psychiatry,63,0.0,0.0,0.0,2014
1427390004,montalvo,cristina,02118,boston,MA,student in an organized health care education/training program,39,,,0.0,2014
1427391010,veltre,david,02118,boston,MA,student in an organized health care education/training program,22,,,0.0,2014
1427478593,wallace,elizabeth,02118,boston,MA,student in an organized health care education/training program,33,,,0.0,2014
1427494913,chang,bailey,02118,boston,MA,student in an organized health care education/training program,286,,,0.0,2014
1437117694,gaeta,jessie,02118,boston,MA,internal medicine,187,,,0.0,2014
1437143070,ruberg,frederick,02118,boston,MA,cardiology,89,0.0,0.0,0.0,2014
1437271566,kelliher,elizabeth,02118,boston,MA,nurse practitioner,105,,,,2014
1437288107,reffel,angela,02118,boston,MA,physician assistant,160,,,0.0,2014
1437317310,adepoju,oluranti,02118,boston,MA,psychiatry,2477,0.0,0.0,0.0,2014
1437349529,miselis,heather,02118,boston,MA,obstetrics/gynecology,380,15.0,3.95,0.0,2014
1437387792,min,haena,02118,boston,MA,internal medicine,2263,238.0,10.52,29.0,2014
1437388303,riles,eric,02118,boston,MA,internal medicine,125,0.0,0.0,0.0,2014
1437390481,mostoufi,behzad,02118,boston,MA,oral surgery (dentists only),208,72.0,34.62,0.0,2014
1437390507,katz,mark,02118,boston,MA,urology,500,13.0,2.6,0.0,2014
1437449584,rubenstein,amanda,02118,boston,MA,student in an organized health care education/training program,312,12.0,3.85,0.0,2014
1437470226,ayalon,nir,02118,boston,MA,internal medicine,43,0.0,0.0,0.0,2014
1437470283,cohn,h,02118,boston,MA,internal medicine,15,,,0.0,2014
1437475720,johnson,gabrielle,02118,boston,MA,family practice,461,15.0,3.25,0.0,2014
1437491511,tseng,david,02118,boston,MA,student in an organized health care education/training program,42,,,0.0,2014
1447237979,moore,thomas,02118,boston,MA,endocrinology,23,0.0,0.0,0.0,2014
1447282496,nuhn,matthew,02118,boston,MA,general surgery,437,0.0,0.0,0.0,2014
1447466636,kandadai,padmasini,02118,boston,MA,obstetrics/gynecology,102,,,0.0,2014
1447484696,scalera,sushama,02118,boston,MA,emergency medicine,134,29.0,21.64,0.0,2014
1447504428,goldy,daniel,02118,boston,MA,nurse practitioner,1362,,,0.0,2014
1447548771,el haddad,saria,02118,boston,MA,psychiatry & neurology,607,0.0,0.0,0.0,2014
1447562426,polivy,adam,02118,boston,MA,dentist,20,0.0,0.0,0.0,2014
1447562814,steenkamp,devin,02118,boston,MA,endocrinology,917,,,0.0,2014
1447592522,manasco,anton,02118,boston,MA,student in an organized health care education/training program,37,,,0.0,2014
1447593223,kurani,pinky,02118,boston,MA,student in an organized health care education/training program,102,,,0.0,2014
1447593322,austad,kirsten,02118,boston,MA,student in an organized health care education/training program,93,,,,2014
1447693189,chu,yvonne,02118,boston,MA,student in an organized health care education/training program,310,,,0.0,2014
1457313009,petros,james,02118,boston,MA,colon & rectal surgery,30,,,0.0,2014
1457313447,seshadri,sudha,02118,boston,MA,neurology,77,,,0.0,2014
1457322588,seldin,david,02118,boston,MA,hematology/oncology,23,0.0,0.0,0.0,2014
1457362931,hernandez itriago,pablo,02118,boston,MA,family practice,1173,36.0,3.07,0.0,2014
1457378317,goodall,maia,02118,boston,MA,physician assistant,46,35.0,76.09,0.0,2014
1457466914,paull,nancy,02118,boston,MA,nurse practitioner,50,,,0.0,2014
1457511909,binello,emanuela,02118,boston,MA,neurosurgery,31,,,0.0,2014
1457572968,sardon garrity,cherisse,02118,boston,MA,nurse practitioner,114,,,,2014
1457610834,neviackas,jordan,02118,boston,MA,student in an organized health care education/training program,184,,,,2014
1457693772,goldberg,scott,02118,boston,MA,student in an organized health care education/training program,50,21.0,42.0,0.0,2014
1457761124,arvanitis,marios,02118,boston,MA,student in an organized health care education/training program,70,,,0.0,2014
1457761553,ringwala,jalpan,02118,boston,MA,student in an organized health care education/training program,64,,,,2014
1467426536,gunther,david,02118,boston,MA,family practice,593,90.0,15.18,43.0,2014
1467435396,jones,jerrilyn,02118,boston,MA,emergency medicine,55,11.0,20.0,0.0,2014
1467438861,cohn,arthur,02118,boston,MA,otolaryngology,46,,,0.0,2014
1467440545,herskowitz,joel,02118,boston,MA,pediatric medicine,29,0.0,0.0,0.0,2014
1467540989,kvaternik,noelia,02118,boston,MA,physician assistant,106,19.0,17.92,0.0,2014
1467599720,ketchedjian,ara,02118,boston,MA,cardiac surgery,22,,,0.0,2014
1467661454,baez-sierra,deyadira,02118,boston,MA,psychiatry,721,0.0,0.0,0.0,2014
1467696047,ramachandran,ambili,02118,boston,MA,internal medicine,93,0.0,0.0,0.0,2014
1467705772,luna,gabriel,02118,boston,MA,ophthalmology,403,,,0.0,2014
1467763540,torres-llenza,vanessa,02118,boston,MA,psychiatry,34,0.0,0.0,0.0,2014
1467764605,goundan,poorani,02118,boston,MA,internal medicine,12,0.0,0.0,0.0,2014
1467872911,belz,daniel,02118,boston,MA,student in an organized health care education/training program,89,,,0.0,2014
1477525426,bica,ioana,02118,boston,MA,infectious disease,3851,260.0,6.75,69.0,2014
1477534451,zuckerman,barry,02118,boston,MA,pediatric medicine,46,,,0.0,2014
1477564102,urban-lynch,sandra,02118,boston,MA,nurse practitioner,11,,,,2014
1477622512,kopits,ilona,02118,boston,MA,geriatric medicine,4443,62.0,1.4,,2014
1477660058,prushik,scott,02118,boston,MA,vascular surgery,26,,,0.0,2014
1477715837,quijije,nadia,02118,boston,MA,psychiatry,85,0.0,0.0,0.0,2014
1477729473,preis,ido,02118,boston,MA,cardiology,196,0.0,0.0,0.0,2014
1477744241,pyatkevich,yelena,02118,boston,MA,neurology,388,20.0,5.15,,2014
1477802205,tenenbaum,michael,02118,boston,MA,nurse practitioner,1391,98.0,7.05,34.0,2014
1477818391,patel,jimishkumar,02118,boston,MA,dentist,38,,,0.0,2014
1477843399,willard,devina,02118,boston,MA,internal medicine,262,,,0.0,2014
1477844371,collins,matthew,02118,boston,MA,student in an organized health care education/training program,52,0.0,0.0,0.0,2014
1477857993,lyons,maryann,02118,boston,MA,nurse practitioner,61,17.0,27.87,0.0,2014
1477896652,murray horwitz,mara,02118,boston,MA,student in an organized health care education/training program,82,,,0.0,2014
1477968071,ajakumar menon,aravind,02118,boston,MA,internal medicine,25,,,,2014
1487064523,afezolli,debora,02118,boston,MA,student in an organized health care education/training program,29,,,0.0,2014
1487619540,dipetrillo,melissa,02118,boston,MA,internal medicine,4899,137.0,2.8,,2014
1487630711,mottl-santiago,julie,02118,boston,MA,certified nurse midwife,20,0.0,0.0,0.0,2014
1487637690,sayegh,raja,02118,boston,MA,obstetrics/gynecology,121,,,,2014
1487637716,kaplan,samantha,02118,boston,MA,obstetrics/gynecology,53,,,0.0,2014
1487719951,wentworth,julie,02118,boston,MA,nurse practitioner,832,36.0,4.33,,2014
1487820338,titas,megan,02118,boston,MA,internal medicine,34,0.0,0.0,0.0,2014
1487884425,almeyda,tamara,02118,boston,MA,psychiatry,326,0.0,0.0,0.0,2014
1487898904,crouch,shalisha,02118,boston,MA,nurse practitioner,1392,,,,2014
1487943981,bass,jonathan,02118,boston,MA,student in an organized health care education/training program,25,,,0.0,2014
1487946844,beaumont,erin,02118,boston,MA,emergency medicine,92,12.0,13.04,0.0,2014
1487974010,patel,ami,02118,boston,MA,student in an organized health care education/training program,33,,,,2014
1487977880,colburn,jessica,02118,boston,MA,physician assistant,96,26.0,27.08,0.0,2014
1487988242,myshrall,amy,02118,boston,MA,nurse practitioner,116,,,,2014
1497003107,dhawan,pabina,02118,boston,MA,dentist,13,,,0.0,2014
1497016141,caputo,andrea,02118,boston,MA,nurse practitioner,528,24.0,4.55,,2014
1497066419,liu,constance,02118,boston,MA,obstetrics/gynecology,18,,,0.0,2014
1497076632,poulos,melisa,02118,boston,MA,emergency medicine,19,,,0.0,2014
1497098149,perechocky,andrew,02118,boston,MA,student in an organized health care education/training program,37,,,0.0,2014
1497175855,mujalli,diana,02118,boston,MA,student in an organized health care education/training program,32,,,,2014
1497729628,anderlind,christina,02118,boston,MA,pulmonary disease,196,0.0,0.0,0.0,2014
1497738702,saia,kelley,02118,boston,MA,obstetrics/gynecology,59,0.0,0.0,0.0,2014
1497800247,hurstak,emily,02118,boston,MA,nurse practitioner,54,,,0.0,2014
1497893721,west,dawn,02118,boston,MA,dentist,326,62.0,19.02,0.0,2014
1497972517,peloquin,emily,02118,boston,MA,nurse practitioner,121,0.0,0.0,0.0,2014
1508025727,seufert,thomas,02118,boston,MA,emergency medicine,64,,,0.0,2014
1508035247,beiser,marguerite,02118,boston,MA,nurse practitioner,1400,69.0,4.93,20.0,2014
1508038134,linsenmeyer,andrew,02118,boston,MA,psychiatry & neurology,1521,0.0,0.0,0.0,2014
1508062746,chery,nadja,02118,boston,MA,nurse practitioner,725,62.0,8.55,,2014
1508069816,siddiqi,omar,02118,boston,MA,cardiology,53,,,0.0,2014
1508083213,polillio,caitlin,02118,boston,MA,nurse practitioner,151,120.0,79.47,33.0,2014
1508093675,syed,sana,02118,boston,MA,neurology,366,,,0.0,2014
1508095647,garre,harish,02118,boston,MA,dentist,65,15.0,23.08,0.0,2014
1508097742,santini,veronica,02118,boston,MA,neurology,905,,,0.0,2014
1508109281,vemula,abhinav,02118,boston,MA,student in an organized health care education/training program,436,38.0,8.72,11.0,2014
1508109554,kuo,michelle,02118,boston,MA,student in an organized health care education/training program,33,,,0.0,2014
1508132119,colon rivera,hector,02118,boston,MA,student in an organized health care education/training program,41,0.0,0.0,0.0,2014
1508159583,gonzalez monroy,jose efren,02118,boston,MA,student in an organized health care education/training program,137,,,0.0,2014
1508165754,vanjani,rachna,02118,boston,MA,obstetrics/gynecology,22,,,0.0,2014
1508172172,ramage,amber,02118,boston,MA,nurse practitioner,648,91.0,14.04,33.0,2014
1508202771,gowda,lakshmi,02118,boston,MA,student in an organized health care education/training program,417,20.0,4.8,0.0,2014
1508209891,colon,michael,02118,boston,MA,student in an organized health care education/training program,42,,,,2014
1508271693,farinella,angela,02118,boston,MA,nurse practitioner,13,0.0,0.0,0.0,2014
1508284720,jawa,raagini,02118,boston,MA,student in an organized health care education/training program,60,,,,2014
1508834763,gordon,craig,02118,boston,MA,internal medicine,932,,,0.0,2014
1508840414,mitchell,suzanne,02118,boston,MA,family practice,66,0.0,0.0,0.0,2014
1508870486,vela,ricardo,02118,boston,MA,psychiatry,16,0.0,0.0,0.0,2014
1508874298,khaodhiar,lalita,02118,boston,MA,endocrinology,1214,,,,2014
1508947748,lo,jennifer,02118,boston,MA,family practice,2047,39.0,1.91,0.0,2014
1518048131,master,robert,02118,boston,MA,internal medicine,45,,,0.0,2014
1518057728,yadavalli,gopala,02118,boston,MA,infectious disease,13,0.0,0.0,0.0,2014
1518090711,waites,meredith,02118,boston,MA,certified clinical nurse specialist,1807,0.0,0.0,0.0,2014
1518125137,cotter,andrea,02118,boston,MA,emergency medicine,193,59.0,30.57,0.0,2014
1518125871,wu,charlotte,02118,boston,MA,internal medicine,751,35.0,4.66,,2014
1518132059,wise,barton,02118,boston,MA,internal medicine,221,0.0,0.0,0.0,2014
1518186543,cornelio flores,oscar,02118,boston,MA,family practice,2995,89.0,2.97,,2014
1518194638,lindsay,adam,02118,boston,MA,student in an organized health care education/training program,24,14.0,58.33,0.0,2014
1518200468,bradke,amanda,02118,boston,MA,student in an organized health care education/training program,44,,,,2014
1518200518,mccleary,brendan,02118,boston,MA,student in an organized health care education/training program,36,,,0.0,2014
1518225580,carrasquillo,robert,02118,boston,MA,urology,143,45.0,31.47,0.0,2014
1518387422,bates,brian,02118,boston,MA,student in an organized health care education/training program,61,,,0.0,2014
1518913094,lorch,jochen,02118,boston,MA,internal medicine,144,25.0,17.36,,2014
1518981398,burns,padraic,02118,boston,MA,psychiatry,87,0.0,0.0,0.0,2014
1518994086,slama,jaromir,02118,boston,MA,plastic and reconstructive surgery,38,11.0,28.95,0.0,2014
1528014099,oshry,lauren,02118,boston,MA,medical oncology,184,14.0,7.61,,2014
1528021029,lin,nina,02118,boston,MA,infectious disease,418,0.0,0.0,0.0,2014
1528026598,ieong,michael,02118,boston,MA,pulmonary disease,208,0.0,0.0,0.0,2014
1528031952,mendeszoon,ewald,02118,boston,MA,podiatry,224,49.0,21.88,,2014
1528041969,durfee,john,02118,boston,MA,obstetrics/gynecology,83,18.0,21.69,,2014
1528050259,czarniak,jennifer,02118,boston,MA,physician assistant,130,28.0,21.54,0.0,2014
1528190964,melo,maria,02118,boston,MA,psychiatry,1004,0.0,0.0,0.0,2014
1528234507,amirtharaj,dominic,02118,boston,MA,internal medicine,359,26.0,7.24,,2014
1528244381,francis,jean,02118,boston,MA,internal medicine,3162,,,0.0,2014
1528277589,howard,mark,02118,boston,MA,psychiatry,467,0.0,0.0,0.0,2014
1528282357,white,susan,02118,boston,MA,obstetrics/gynecology,11,,,0.0,2014
1528301942,moll,matthew,02118,boston,MA,student in an organized health care education/training program,260,,,0.0,2014
1528367281,nagan,margot,02118,boston,MA,student in an organized health care education/training program,20,0.0,0.0,0.0,2014
1528403250,cordella,nicholas,02118,boston,MA,student in an organized health care education/training program,109,,,0.0,2014
1528473782,kassavetis,panagiotis,02118,boston,MA,internal medicine,47,,,0.0,2014
1528473964,haroon,mustafa,02118,boston,MA,internal medicine,49,,,0.0,2014
1528478500,bachman,maria,02118,boston,MA,student in an organized health care education/training program,60,,,0.0,2014
1528487071,sridhar,praveen,02118,boston,MA,student in an organized health care education/training program,21,,,0.0,2014
1538103486,shah,sonal,02118,boston,MA,pediatric medicine,33,0.0,0.0,0.0,2014
1538122536,grentzenberg,richard,02118,boston,MA,otolaryngology,46,0.0,0.0,0.0,2014
1538136338,glover,mary,02118,boston,MA,nurse practitioner,784,38.0,4.85,,2014
1538145354,hollingsworth,helen,02118,boston,MA,pulmonary disease,88,0.0,0.0,0.0,2014
1538146576,pearce,elizabeth,02118,boston,MA,endocrinology,819,0.0,0.0,0.0,2014
